 	X	Y
1	1281.500	7.500
2	893.500	8.500
3	932.500	8.500
4	966.500	8.500
5	1191.500	8.500
6	376.500	9.500
7	1006.500	9.500
8	323.500	10.500
9	604.500	12.500
10	1234.500	12.500
11	1324.500	15.500
12	799.500	18.500
13	565.500	19.500
14	743.500	21.500
15	466.500	22.500
16	270.500	24.500
17	698.500	24.500
18	521.500	26.500
19	1373.500	26.500
20	73.500	28.500
21	178.500	28.500
22	1152.500	35.500
23	1192.500	39.500
24	884.500	40.500
25	951.500	42.500
26	1103.500	44.500
27	1322.500	44.500
28	1028.500	45.500
29	220.500	46.500
30	439.500	46.500
31	1067.500	46.500
32	621.500	49.500
33	791.500	50.500
34	498.500	51.500
35	1282.500	52.500
36	1364.500	52.500
37	399.500	54.500
38	121.500	56.500
39	288.500	56.500
40	734.500	57.500
41	1205.500	57.500
42	81.500	58.500
43	360.500	61.500
44	666.500	61.500
45	552.500	63.500
46	827.500	66.500
47	317.500	67.500
48	1062.500	74.500
49	472.500	77.500
50	1252.500	80.500
51	232.500	81.500
52	978.500	81.500
53	166.500	82.500
54	532.500	82.500
55	1365.500	82.500
56	1162.500	84.500
57	427.500	86.500
58	1107.500	86.500
59	31.500	87.500
60	768.500	87.500
61	702.500	93.500
62	294.500	94.500
63	896.500	97
64	943.500	97.500
65	1013.500	97.500
66	856.500	98.500
67	374.500	99.500
68	126.500	100.500
69	1319.500	103.500
70	1210.500	105.500
71	594.500	108.500
72	1364.500	110.500
73	682.500	111.500
74	1275.500	111.500
75	1079.500	116.500
76	233.500	118.500
77	48.500	120.500
78	458.500	120.500
79	820.500	122.500
80	499.500	123.500
81	81.500	124.500
82	780.500	124.500
83	614.500	125.500
84	737.500	126.500
85	329.500	127.500
86	558.500	127.500
87	1033.500	128.500
88	986.500	130.500
89	949.500	132.500
90	904.500	133.500
91	1201.500	134.500
92	192.500	135.500
93	1245.500	136.500
94	278	138.500
95	431.500	140.500
96	1344.500	142.500
97	122.500	146.500
98	1113.500	147.500
99	1162.500	147.500
100	662.500	151.500
101	383.500	153.500
102	823.500	154.500
103	569.500	157.500
104	615.500	157.500
105	204.500	166.500
106	529.500	166.500
107	887	167.500
108	41.500	168.500
109	449.500	168.500
110	727.500	172.500
111	1095.500	175.500
112	1376.500	175.500
113	1003.500	176.500
114	1134.500	177.500
115	486.500	178.500
116	677.500	179.500
117	1175.500	179.500
118	953.500	180.500
119	339.500	181.500
120	621.500	184
121	1249.500	184.500
122	168.500	185.500
123	1322.500	187.500
124	1064.500	189.500
125	823.500	193.500
126	282.500	195.500
127	429.500	195.500
128	872.500	197.500
129	17.500	200.500
130	1043.500	201.500
131	1355.500	201.500
132	739.500	202.500
133	374.500	205.500
134	686.500	205.500
135	499.500	208.500
136	945.500	210.500
137	236.500	211.500
138	560.500	212.500
139	1140.500	221.500
140	50.500	223.500
141	1088.500	223.500
142	1182.500	223.500
143	1267.500	223.500
144	994.500	224.500
145	301.500	225.500
146	1224.500	226.500
147	633.500	227.500
148	877.500	229.500
149	1305.500	229.500
150	1348.500	229.500
151	173.500	231.500
152	816.500	233.500
153	577.500	234.500
154	748.500	234.500
155	383.500	237.500
156	443.500	237.500
157	253.500	238.500
158	1058.500	239.500
159	700.500	241.500
160	650.500	242.500
161	541.500	246.500
162	129.500	248.500
163	336.500	248.500
164	600.500	249.500
165	501.500	251.500
166	1141.500	255.500
167	1263.500	255.500
168	202.500	256.500
169	1344.500	256.500
170	999	258
171	960.500	258.500
172	57	260
173	1105.500	259.500
174	1305.500	259.500
175	1199.500	260.500
176	384.500	264.500
177	899.500	264.500
178	824.500	265.500
179	775.500	267.500
180	672.861	269.861
181	413.500	272.500
182	1047.500	272.500
183	725.500	276.500
184	291.500	277.500
185	336.500	278.500
186	567.500	278.500
187	466.500	282.500
188	177.500	285.500
189	648.500	287.500
190	249.500	291.500
191	501.500	291.500
192	122.500	292.500
193	598.500	296.500
194	546.500	299.500
195	1341.500	299.500
196	1074.500	300.500
197	1247.500	300.500
198	1295.500	301.500
199	435.500	303.500
200	949.500	304.500
201	1004.500	304.500
202	733.500	305.500
203	692.500	311.500
204	813.500	311.500
205	1193.500	311.500
206	64.500	314.500
207	223.500	314.500
208	383.500	315.500
209	1115.500	315.500
210	1151.500	315.500
211	1371.500	315.500
212	133.500	318
213	298.500	324.500
214	906.500	325.500
215	869.500	327.500
216	346.500	331.500
217	1058.500	331.500
218	632.500	332.500
219	767.500	332.500
220	1289.500	333.500
221	587	335.500
222	464.500	336.500
223	729.500	339.500
224	1155.500	343.500
225	684.500	344.500
226	230.500	345.500
227	1196.500	345.500
228	506.500	347.500
229	1031.500	347.500
230	1237.500	348.500
231	1356.500	348.500
232	283.500	350.500
233	986.500	350.500
234	881.500	354.500
235	921.500	356.500
236	91.500	357.500
237	369.500	358.500
238	823.500	360.500
239	1082.500	360.500
240	164.500	361.500
241	567.500	361.500
242	1316.500	368.500
243	267.500	371.500
244	684.500	373.500
245	1131.500	374.500
246	35.500	375.500
247	756.500	379.500
248	990.500	379.500
249	446.500	380.500
250	1039.500	380.500
251	914.500	384.500
252	861.500	385.500
253	107.500	387.500
254	611.500	387.500
255	480.500	389.500
256	810.500	389.500
257	332.500	390.500
258	1263	391
259	207.500	391.500
260	388.500	392.500
261	1316.500	395.500
262	560.500	396.500
263	1223.500	397.500
264	684.500	402.500
265	510.500	403.500
266	1141.500	403.500
267	159.500	408.500
268	759.500	408.500
269	1359.500	408.500
270	45.500	409.500
271	635.500	412.500
272	1195.500	417.500
273	353	418.500
274	882.500	418.500
275	254.500	423.500
276	1122.500	425.500
277	733.500	426.500
278	581.500	428.500
279	1076.500	428.500
280	937.500	430.500
281	1010.500	430.500
282	138.500	433.500
283	283.500	433.500
284	790.500	433.500
285	518.500	436.500
286	78.500	437.500
287	1285.500	438.500
288	419.500	439.500
289	194.500	440.500
290	825.500	442.500
291	1373.500	442.500
292	473.500	447.500
293	35.500	451.500
294	1329.500	451.500
295	356.500	452.500
296	880.500	453.500
297	1163.500	453.500
298	588.500	456.500
299	1129.500	456.500
300	715.500	459.500
301	1092.500	459.500
302	307.500	461.500
303	1217.500	461.500
304	981.500	463.500
305	669.500	464.500
306	768.500	466.500
307	523.500	467.500
308	1290.500	471.500
309	929.500	472.500
310	249.500	474.500
311	1038.500	475.500
312	1372.500	475.500
313	877.500	481.500
314	1130.500	483.500
315	153.500	485.500
316	618.500	486.500
317	104.500	488.500
318	442.500	488.500
319	201.500	493.500
320	495.500	494.500
321	562.500	494.500
322	1243.500	497.500
323	300.500	498.500
324	1188.500	498.500
325	820.500	501.500
326	1317.500	501.500
327	1067.500	506.500
328	47.500	507.500
329	1369.500	507.500
330	413.500	508.500
331	787.500	514.500
332	981.500	514.500
333	372.500	519.500
334	698.500	519.500
335	738.500	519.500
336	878.500	524.500
337	930.500	524.500
338	1268	524.500
339	325.500	528.500
340	1154.500	529.500
341	639.500	530.500
342	550.500	532.500
343	102.500	533.500
344	212.500	533.500
345	284.861	534.861
346	1099.500	534.500
347	589.500	535.500
348	471.500	536.500
349	512.500	536.500
350	1024.500	540.500
351	163.500	541.500
352	250.500	543.500
353	44.500	547.500
354	716.500	549.500
355	916.500	552.500
356	1333.500	555.500
357	828.500	559.500
358	146.500	560.500
359	665.500	560.500
360	349.500	561.500
361	780.500	563.500
362	1363.500	564.500
363	426.500	566.500
364	1248.500	566.500
365	99.500	569.500
366	556.500	571.500
367	200.500	572.500
368	1190.500	574.500
369	252.500	575.500
370	460.500	575.500
371	719.500	576.500
372	1272.500	576.500
373	47.500	578.500
374	579.500	581.500
375	1098.500	583.500
376	1053.500	584.500
377	293.500	585.500
378	501.500	587.500
379	666.500	588.500
380	1012.500	590.500
381	1320.500	592.500
382	616.500	596.500
383	225.500	599.500
384	331.500	599.500
385	934.500	601.500
386	384.500	605.500
387	1218.500	605.500
388	882.500	609.500
389	135.500	614.500
390	972.500	614.500
391	455.500	615.500
392	1132.500	615.500
393	1088.500	619.500
394	313.500	620.500
395	1363.500	621.500
396	87.500	623.500
397	806.500	625.500
398	172.500	626.500
399	254.500	627.500
400	1303.500	628.500
401	763.500	630.500
402	1264.500	630.500
403	36.500	634.500
404	903.500	638.500
405	1225.500	638.500
406	602.500	640.500
407	855.500	641.500
408	704.500	643.500
409	983.500	646.500
410	1179	649
411	1043.500	650.500
412	99.500	651.500
413	787.500	655.500
414	553.500	657.500
415	1125.500	658.500
416	1308.500	661.500
