 	X	Y
1	949.500	7.500
2	253.500	12.500
3	746.500	12.500
4	910.500	12.500
5	788.500	13.500
6	1198.500	13.500
7	613.500	16.500
8	108.500	17.500
9	1276.500	18.500
10	1318.500	19.500
11	1083.500	20.500
12	369.500	21.500
13	562.500	22.500
14	200.500	29.500
15	17.500	37.500
16	637.500	40.500
17	482.500	41.500
18	60.500	42.500
19	859.500	42.500
20	301.500	50.500
21	436.500	51.500
22	1021.500	53.500
23	234.500	54.500
24	980.500	54.500
25	944.500	55.500
26	1142.500	55.500
27	1105.500	57.500
28	1179.500	57.500
29	1234.500	58.500
30	1273.500	59.500
31	154.500	60.500
32	826.500	60.500
33	901.500	63.500
34	1359.500	63.500
35	775.500	64.500
36	712.500	65.500
37	1321.500	66.500
38	354.500	70.500
39	672.500	70.500
40	1051.500	71.500
41	384.500	74.500
42	117.500	75.500
43	512.500	79.500
44	570.500	84.500
45	958.500	88.500
46	995.500	88.500
47	165.500	89.500
48	1105.500	89.500
49	851.500	91.500
50	890.500	93.500
51	778.500	94.500
52	1232.500	95
53	736.500	97.500
54	1351.500	97.500
55	53.500	98.500
56	678.500	102.500
57	1174.500	104.500
58	1271.500	104.500
59	1313.500	106.500
60	283.500	107.500
61	639.500	108.500
62	594.500	117.500
63	78	120.500
64	388.500	120.500
65	1095.500	122.500
66	190.500	125.500
67	461.500	125.500
68	547	126.500
69	351.500	131.500
70	509.500	132.500
71	1206.500	138.500
72	918.500	140.500
73	860.500	141.500
74	1253.500	141.500
75	299.500	144.500
76	771.500	144.500
77	725.500	145.500
78	123.500	146.500
79	1095.500	147.500
80	684.500	148.500
81	1051.500	149.500
82	1009.500	151.500
83	1154.500	151.500
84	971.500	154.500
85	1313.500	158.500
86	367.500	161
87	1169.500	166.500
88	620.500	170.500
89	825.500	171.500
90	887.500	171.500
91	579.500	172.500
92	1230.500	173.500
93	1379.500	178.500
94	1125.500	181.500
95	278.500	182.500
96	517.500	182.500
97	991.500	182.500
98	226.500	183.500
99	950.500	186
100	1040.500	185.500
101	471.500	187.500
102	190.500	192.500
103	765.500	192.500
104	714.500	196.500
105	417.500	197.500
106	654	197.500
107	117.500	198.500
108	1335.500	200.500
109	1072.500	201.500
110	582.500	207.500
111	539.500	212.500
112	1248.500	214.500
113	1203.500	218.500
114	56.500	220.500
115	1286.500	222.500
116	267.500	226.500
117	337.500	228.500
118	724.500	228.500
119	1009.500	228.500
120	441.500	229.500
121	659.500	232.500
122	7	234.500
123	853.500	234.500
124	399.500	235.500
125	1341.500	236.500
126	1149.500	239.500
127	1060.500	240.500
128	1110.500	242.500
129	101.500	243.500
130	951.500	245.500
131	903.500	250.500
132	1247.500	250.500
133	520.500	253.500
134	1182.500	253.500
135	477.500	256.500
136	1005.500	256.500
137	740.500	261.500
138	158.500	263.500
139	693.500	263.500
140	1342.500	264.500
141	835.500	265.500
142	783.500	266.500
143	387	270.500
144	649.500	271.500
145	54.500	272.500
146	215	272.500
147	1288.500	274.500
148	591.500	278.500
149	1129.500	280.500
150	1244.500	282.500
151	1075.500	284.500
152	919.500	286.500
153	525.500	289.500
154	1195.500	289.500
155	98.500	297.500
156	418.500	297.500
157	724.500	300.500
158	243.500	302.500
159	1018.500	302.500
160	857.500	303.500
161	977.500	303.500
162	1126.500	304.500
163	18.500	306.500
164	1356.500	306.500
165	354	309.500
166	788.500	310.500
167	596.500	312.500
168	667.500	316.500
169	927.500	316.500
170	555.500	319.500
171	471.500	323.500
172	288.500	324.500
173	1197.500	332.500
174	1153.500	334.500
175	243.500	337.500
176	520.500	339.500
177	135.500	351.500
178	1351.500	351.500
179	959.500	352.500
180	900.500	353.500
181	1003.500	353.500
182	393.500	356.500
183	859.500	356.500
184	353.500	362.500
185	814.500	362.500
186	731.500	366.500
187	774.500	366.500
188	310.500	367.500
189	653	367.500
190	692.500	367.500
191	1232.500	367.500
192	252.500	369.500
193	1300.500	370.500
194	62.500	371.500
195	607.500	376.500
196	1190.500	376.500
197	208	378.500
198	441.500	380.500
199	1143.500	380.500
200	565.500	382.500
201	1042	386.500
202	1094.500	386.500
203	149.500	388.500
204	526.500	388.500
205	1000.500	390.500
206	1317.500	392.500
207	960.500	393.500
208	867.500	402.500
209	810	404.500
210	1255.500	404.500
211	1354.500	404.500
212	45.500	407.500
213	383.500	407.500
214	701.500	410.500
215	652.500	414.500
216	314.500	415.500
217	152.500	416.500
218	256.500	423.500
219	1304	423.500
220	1198.500	424.500
221	1155	429.500
222	1344.500	429.500
223	517.500	430.500
224	1053.500	430.500
225	992.500	436.500
226	1092.500	440.500
227	121.500	441.500
228	1291.500	448.500
229	867.500	453.500
230	803.500	455.500
231	209	457.500
232	1024.500	463.500
233	1320.500	464.500
234	1153.500	465.500
235	36.500	466.500
236	737.500	466.500
237	657.500	468.500
238	693.500	468.500
239	925.500	468.500
240	1223.500	469.500
241	99.500	471.500
242	562.500	477.500
243	1116.500	477.500
244	523.500	480.500
245	452.500	481.500
246	971.500	485.500
247	1069.500	485.500
248	604.500	487.500
249	842.500	488.500
250	656.500	495.500
251	705.500	495.500
252	925	495.500
253	1255.500	496.500
254	434.500	499.500
