69	1476
78	815
87	1753
96	608
144	183
151	1203
183	929
210	1861
227	353
243	675
289	1298
321	1703
368	490
400	932
402	1399
433	356
513	1102
517	1546
544	546
594	104
603	855
655	1221
695	1664
708	539
747	1413
803	741
808	956
809	268
854	1227
875	1612
931	1385
936	870
1016	524
1036	1069
1070	798
1143	1417
1150	1713
1159	192
1198	426
1207	1099
1274	699
1341	1468
1352	951
1366	407
1424	1819
1436	101
1480	522
1497	1343
1524	1595
1581	695
1586	1075
1614	1746
1712	370
1775	136
1775	729
1794	1659
1802	1027
1834	1545
1885	1329
1901	502
1949	208
2028	842
2039	1874
2057	426
2085	1570
2094	1159
2156	692
2193	101
2227	1619
2252	1022
2311	718
2341	1322
2347	89
2360	417
2377	971
2456	1653
