45	318
64	1489
203	287
228	1075
252	716
356	447
383	1706
399	1242
408	874
426	83
463	1434
531	248
551	632
582	1815
606	1240
615	1580
665	845
773	499
783	1267
895	943
896	1554
899	1882
921	84
972	1233
979	477
1022	219
1093	810
1106	1528
1168	1879
1173	512
1177	1118
1252	1439
1335	528
1360	129
1361	1129
1398	1681
1423	1457
1499	698
1534	1242
1623	223
1648	1468
1669	466
1719	1214
1761	937
1790	1580
1853	605
1888	98
1931	315
1961	976
1973	1332
2022	1706
2047	648
2123	330
2157	1856
2232	680
2235	1031
2258	1406
2320	267
2437	636
2507	1082
2517	252
2543	1804
