13	397
79	1509
83	67
149	647
153	1203
189	893
207	1699
257	351
283	1379
351	103
385	925
411	1245
427	635
461	1679
471	359
561	1303
645	955
661	327
697	29
717	1641
765	635
765	1367
811	1011
895	1713
931	1511
959	491
973	1185
1013	155
1079	857
1115	563
1133	1813
1151	1403
1169	171
1297	1225
1307	669
1329	1843
1337	1491
1353	399
1429	93
1481	1133
1523	459
1549	1607
1563	901
1567	677
1675	1237
1741	185
1751	1563
1811	561
1827	1047
1881	719
1909	1899
1947	1489
1975	335
1991	1249
2011	135
2037	853
2107	1065
2161	631
2169	1793
2221	339
2231	1343
2245	147
2375	967
2391	693
2399	61
2439	1253
2441	1647
2474	1891
