51	1877
83	1575
133	1081
145	689
199	429
225	159
321	1799
333	1085
377	1475
383	709
419	437
473	139
503	1677
507	1089
595	633
671	1531
723	1281
739	899
749	1737
785	579
823	173
823	353
929	1877
931	1579
957	777
977	1207
1135	1649
1139	417
1173	1327
1197	37
1263	751
1321	323
1336	1672
1359	975
1379	21
1409	1347
1523	577
1533	311
1591	1109
1591	1323
1597	1571
1693	799
1717	493
1743	241
1793	1391
1815	1075
1835	819
1855	1815
1865	1565
1881	311
1921	587
2043	279
2043	1465
2073	1247
2117	1725
2141	909
2165	591
2321	347
2403	1331
2407	1677
2413	1091
2469	39
2481	727
2489	365
