94	464
111	858
170	1415
188	1760
201	391
233	123
272	608
320	1074
325	1559
453	639
456	1696
468	1238
510	405
562	107
624	678
625	1808
649	1410
736	838
756	248
826	1671
870	544
881	142
934	1118
1027	390
1031	1759
1034	1283
1114	591
1128	782
1172	1811
1177	1491
1287	914
1357	208
1369	625
1377	1088
1448	1742
1543	1251
1650	719
1666	1726
1675	1412
1713	943
1755	373
1879	1575
1942	529
1955	1090
1987	1317
2078	745
2121	135
2195	1646
2218	395
2269	886
2294	1252
2307	1831
2338	562
2433	1015
2483	1477
2500	192
2516	724
2544	1774
