16	1498
16	1769
44	962
112	593
136	1187
222	698
230	276
241	995
270	1807
300	1393
348	437
415	739
434	1065
445	1602
509	299
516	1863
524	1260
582	566
591	750
626	1022
646	64
717	1525
721	1861
737	230
806	1255
847	51
888	431
890	744
919	1777
921	1018
921	1503
933	1271
1059	329
1088	1521
1099	1084
1108	1858
1114	690
1167	1309
1196	96
1235	452
1260	1562
1275	1104
1332	18
1380	793
1432	1430
1440	1715
1503	442
1525	1039
1571	231
1635	1364
1640	616
1666	1635
1691	1889
1696	921
1767	219
1810	1230
1841	596
1843	1482
1870	1708
1902	981
1933	210
1963	1243
2042	1634
2049	642
2092	71
2114	1264
2122	419
2133	963
2168	1562
2177	1824
2243	654
2245	129
2312	389
2320	886
2325	1108
2342	1455
2414	1691
2473	1136
2514	102
2516	587
