91	615
117	1367
139	1567
157	17
173	883
241	465
243	1899
269	1201
345	1627
397	793
437	407
469	969
541	1609
569	1237
575	119
635	795
761	1663
809	465
825	1435
847	1199
857	127
967	825
975	463
1015	1201
1051	179
1075	1639
1109	1395
1187	827
1201	557
1217	1799
1263	1435
1279	1073
1407	933
1419	1613
1427	571
1435	61
1511	1265
1521	239
1621	999
1639	715
1679	1597
1717	211
1787	1243
1823	917
1873	1645
1883	511
1941	197
1965	1903
1987	681
2055	1655
2093	331
2120	853
2119	1211
2139	1451
2247	1763
2263	397
2263	727
2299	1427
2325	1167
2433	1753
2451	485
2516	1251
