33	259
45	1562
55	1172
111	898
146	1829
172	549
253	982
353	706
395	1418
415	1762
428	355
435	1026
490	19
588	925
588	1189
616	558
673	1608
704	1901
720	214
756	744
768	1101
868	1392
890	357
934	842
965	518
1004	1854
1030	59
1065	1215
1108	919
1132	1494
1237	627
1270	1817
1289	284
1319	1071
1354	1485
1430	1899
1456	1129
1506	636
1550	269
1654	934
1660	1732
1665	1302
1700	580
1802	1059
1820	254
1912	778
1926	524
1939	1799
1958	34
1992	1503
2105	1082
2172	471
2205	129
2205	1895
2259	1264
2311	1603
2351	702
2358	413
2453	978
2459	1642
2472	176
2541	668
