53	1487
103	1203
123	971
143	805
151	527
173	233
249	1905
293	1073
307	631
307	1383
343	255
389	21
391	1581
453	1183
511	1399
535	927
575	705
589	339
647	1725
687	37
691	1181
771	473
833	1493
873	831
945	1725
947	161
991	1129
1013	1439
1047	783
1089	1895
1121	397
1173	1535
1219	629
1247	1159
1319	217
1339	765
1371	1775
1419	425
1443	1435
1453	1167
1485	925
1495	83
1537	577
1589	1692
1679	261
1689	983
1755	643
1757	1323
1797	1621
1891	463
1901	1021
1947	1491
1955	147
1971	1303
2045	1797
2053	643
2113	1471
2177	13
2191	389
2195	1799
2209	673
2249	1557
2255	921
2323	1197
2389	63
2389	699
2437	1415
2443	311
2501	1627
2507	477
2543	841
