30	75
61	1871
89	1259
138	1065
155	359
181	827
195	1477
203	647
241	55
265	1609
307	999
327	1189
353	749
359	1841
399	249
399	1379
441	467
513	699
529	1439
541	111
591	1747
595	1205
661	891
731	129
731	553
739	1489
765	383
779	1307
849	1893
879	1091
899	1675
943	739
979	529
985	313
1083	1061
1089	1687
1131	597
1137	1345
1163	361
1227	1533
1271	551
1273	1131
1323	293
1325	1809
1341	697
1385	917
1447	1645
1479	1271
1507	211
1519	617
1609	1419
1611	915
1695	1213
1728	1706
1733	733
1737	317
1765	999
1863	91
1867	583
1909	1147
1925	1327
1925	1787
1933	891
1963	1577
1999	241
2047	551
2089	1355
2097	1827
2127	975
2137	1619
2197	595
2227	1227
2241	173
2243	827
2273	357
2295	1733
2337	1021
2361	1247
2387	1893
2395	223
2471	461
2495	1489
2521	817
2527	1783
