25	1463
71	1195
75	846
77	1699
93	233
194	1476
217	615
250	26
297	817
297	1226
311	445
335	172
444	1504
496	782
507	1092
539	1658
672	906
680	1245
686	596
705	1828
713	213
856	1352
865	1065
909	815
914	545
933	206
942	1826
1056	403
1102	1540
1138	1133
1169	781
1180	156
1265	1729
1330	1100
1351	535
1368	146
1396	1899
1435	1528
1436	1374
1506	894
1526	512
1550	124
1633	1127
1642	1703
1704	869
1717	574
1794	1439
1825	94
1865	962
1898	1781
1911	335
1932	621
2028	1044
2104	1635
2116	572
2136	1329
2172	263
2205	96
2278	882
2319	1498
2323	484
2342	1845
2408	1233
2467	891
2519	559
2524	1492
2525	163
2533	1812
