 	X	Y
1	362.500	5.500
2	104.500	7.500
3	1267.500	9.500
4	1051.500	10.500
5	1330.500	10.500
6	722.500	16.500
7	864.500	16.500
8	472.500	17.500
9	38.500	19.500
10	1159.500	19.500
11	315.500	23.500
12	522.500	24.500
13	759	25.500
14	1120.500	26
15	661.500	26.500
16	1208.500	29.500
17	89.500	43.500
18	351.500	46.500
19	832.500	49.500
20	1339.500	52.500
21	1044.500	53.500
22	177.500	57.500
23	965.500	57.500
24	714.500	63.500
25	225.500	67.500
26	547.500	72.500
27	880.500	72.500
28	1209.500	73.500
29	1263.500	73.500
30	402.500	74.500
31	514.500	77.500
32	1155	79
33	927.500	79.500
34	1109	84.500
35	458.500	89.500
36	64.500	90.500
37	239.500	93.500
38	627.500	94.500
39	1034.500	94.500
40	314.500	100.500
41	129.500	108.500
42	1318.500	108.500
43	546.500	112.500
44	751.500	112.500
45	699.500	117.500
46	167.500	124
47	1106	123.500
48	877	125.500
49	1311.500	128.500
50	74.500	136.500
51	412.500	137.500
52	977.500	137.500
53	1333.500	140.500
54	232	142.500
55	1151.500	142.500
56	1252.500	142.500
57	17.124	146.124
58	921.500	146.500
59	541.500	149.500
60	309.500	150.500
61	623.500	150.500
62	1199	150.500
63	803.500	157.500
64	714.500	160.500
65	1031.500	164.500
66	445.500	170.500
67	154	171.500
68	857.500	173.500
69	1330.500	175.500
70	534.500	179.500
71	1098.500	184.500
72	66.500	186.500
73	8.500	187.500
74	942.500	187.500
75	642.500	193.500
76	277.500	196.500
77	712.500	199.500
78	809.500	200.500
79	1251.500	202
80	1309	201.500
81	337	205.500
82	384.500	205.500
83	742.500	209.500
84	1126.500	211.500
85	1193	211.500
86	525.500	213.500
87	1033.500	213.500
88	865.500	222.500
89	917.500	224.500
90	218.500	225.500
91	1093	226.500
92	157	228
93	604.500	229.500
94	1300.500	237.500
95	307.500	238.500
96	1251	240
97	800.500	242.500
98	19.500	246.500
99	394.500	247
100	1187.500	247.500
101	431.500	249
102	1334.500	249.500
103	511.500	251.500
104	1030.500	255.500
105	857.500	257
106	267.500	259.500
107	950	262.500
108	632.500	275.500
109	732.500	276.500
110	49.500	278
111	914.500	279.500
112	470.500	280.500
113	691.500	281.500
114	124.500	282.500
115	1186	283.500
116	1026	284.500
117	1100.500	285
118	14.500	286.500
119	393	287.500
120	1244.500	287.500
121	776.500	292.500
122	184	293.500
123	594	293.500
124	854.500	296.500
125	930.500	304.500
126	293	307.500
127	1133.500	308.500
128	1187.500	322.500
129	698.500	326.500
130	1016.500	326.500
131	497.500	330.500
132	8.500	332.500
133	768.500	333.500
134	1315.500	334.500
135	177.500	338.500
136	835.500	341.500
137	39.500	342.500
138	378.124	343.876
139	307.500	344.500
140	416.124	350.124
141	613.500	353.500
142	1078.500	353.500
143	1218	355.500
144	954.500	358.500
145	669	362.500
146	110.500	367.500
147	10.500	368.500
148	470.500	368.500
149	706.500	369.500
150	887.500	369.500
151	1104.876	370.876
152	1310	370.500
153	1011.500	374
154	778.500	382.500
155	1217.500	390.500
156	244.500	395.500
157	599.500	396.500
158	1281.500	397.500
159	282.500	400.500
160	382.500	404.500
161	830	405.500
162	179.500	411.500
163	103.500	414.500
164	487	414.500
165	659.500	419.500
166	898.500	425.500
167	1178.500	428.500
168	1113.500	430.500
169	1074.500	432.500
170	594.500	434.500
171	750.500	434.500
172	790.500	434.500
173	1213.500	436.500
174	1294	439.500
175	881.500	443.500
176	945.500	449.500
177	477.500	451.500
178	380.500	453.500
179	178.500	455.500
180	1015.500	455.500
181	695.500	456.500
182	658.500	461.500
183	1112.500	467.500
184	50.500	473.500
185	764	473.500
186	1209.500	475.500
187	285	477
188	1314	477.500
189	586.500	481.500
190	875.500	486.500
191	12.500	488.500
192	1269.500	493.500
193	669.500	494.500
194	148.500	496.500
195	446.500	499.500
196	1064.500	500.500
197	257.500	501.500
198	1194.500	504.500
199	996.500	505.500
200	376.500	506.500
201	940.500	509.500
202	805	520.500
203	229	521.500
204	569	533.500
205	680.500	535.500
206	1270.500	540.500
207	1162.500	541.500
208	465.500	544.500
209	879.500	544.500
210	919.500	547
211	982.500	546.500
212	1099.500	547.500
213	77.500	554.500
214	132.500	554.500
215	635.500	557.500
216	737.500	559.500
217	791.500	563.500
218	1197.500	565
219	1049.500	566.500
220	343.500	568.500
221	382.500	570.500
222	269.500	574.500
223	857.500	574.500
224	216.500	582.500
225	674.500	588
226	1094	587.500
227	765.500	592.500
228	435.500	594.500
229	1307.500	596
230	625.500	598.500
231	870.500	606.500
232	1188.500	608.500
233	973.500	609.500
234	1374.500	615.500
235	130.500	618.500
236	571.500	619.500
237	1263.500	622.500
238	1155.500	628.500
239	531.500	629.500
240	368	632.500
241	1038.500	632.500
242	39.500	634.500
243	1085	635.500
244	205.500	637.500
245	863.500	640.500
246	426.500	641.500
247	742.500	643.500
248	671	647.500
249	844.500	654.500
250	792.500	656.500
251	325.500	658.500
252	117.500	659.500
253	718.500	660.500
254	960.500	661.500
255	1258.500	668.500
256	1090.876	670.876
257	632	673.500
258	1300.500	673.500
259	465.500	675.500
260	254.500	677.500
261	1376.500	679.500
262	543	680.500
263	193.500	686.500
264	905.500	688.500
265	1143.500	692.500
266	1194.500	695.500
267	26.500	703.500
268	761.500	705.500
269	335.500	706.500
270	975.500	708.500
271	521.500	709.500
272	1273.500	719.500
273	1082.500	723.500
274	609.500	725.500
275	91.500	726.500
276	1022.124	726.876
277	784.500	729.500
278	247.500	730.500
279	1185.500	733.500
280	846.500	737.500
281	890.500	739.500
282	700.500	747.500
283	19.500	748.500
284	423.500	753.500
285	302.500	754.500
286	646.500	757.500
287	99.500	759.500
288	942	760.500
289	1125.500	760.500
290	531.500	761.500
291	1268.500	761.500
292	1351.500	763.500
293	180.500	764.500
294	1197.500	768.500
295	1058.500	769.500
296	1015.500	773.500
297	595.500	779.500
298	706.500	786.500
299	768.500	787.500
300	818.500	788.500
301	1383.500	788.500
302	325.500	796.500
303	1174.500	796.500
304	651.500	800.500
305	1264.500	801.500
306	516.500	802.500
307	873.500	805.500
308	940.500	807.500
309	1055.500	808
310	392.500	810.500
311	166.500	815.500
312	1345.500	819.500
313	85.500	827.500
314	1168.500	831.500
315	814.500	834
316	263.500	834.500
317	736.500	834.500
318	631.500	837.500
319	681.500	837.500
320	1105.500	842.500
321	1024.500	844.500
322	58.500	847.500
323	908	847.500
324	304.500	849.500
325	945.500	850.500
326	213.500	855.500
327	581.500	856.500
328	506.500	860.500
329	874.500	868.500
330	406.500	869.500
331	808.500	870
332	93.500	871.500
333	1341.500	879.500
334	167.500	882.500
335	618.124	883.876
336	1254.500	884.500
337	257.500	889.500
338	1040	889.500
339	1154.500	891.500
340	1100.500	902.500
341	501.500	904.500
342	990.500	904.500
343	315.500	905.500
344	739.500	907.500
345	1372.500	907.500
346	933.500	909.500
347	686.500	911.500
348	802.500	914
349	37.500	914.500
350	859.500	917.500
351	567.500	920.500
352	386	923.500
353	1154.500	924.500
354	140.500	927.500
355	196.500	930.500
356	289.500	933.500
357	1247.500	933.500
358	71.500	937.500
359	1036.500	937.500
360	1090.500	944.500
361	976.500	947.500
362	1328.500	948.500
363	905	950.500
364	729.500	953.500
365	799.500	957
366	1170.500	964.500
367	592.500	965.500
368	253.500	966.500
369	465.500	970.500
370	1230.500	970.500
371	43.500	973.500
372	188.500	977.500
373	359	979.500
374	549.500	984.500
375	668.500	986.500
376	130.500	988.500
377	1322.500	992.500
378	1083.500	994.500
379	1006.049	996.522
380	791	996.500
381	710	999.500
382	894	1001.500
383	967.500	1004.500
384	1222.500	1011.500
385	929	1015.500
386	1159.500	1015.500
387	843.500	1017.500
388	12.500	1020.500
389	177.500	1020.500
390	467.500	1023.500
391	1360.500	1023.500
392	507.500	1025.500
393	278.500	1026.500
394	656.500	1027.500
395	1078.500	1027.500
396	50.500	1028.500
397	583	1028.500
398	1031.500	1029.500
399	339.500	1031.500
