69	202
110	950
159	1891
169	1629
172	569
246	1204
302	311
306	951
331	1730
367	572
390	1531
486	1204
535	716
545	284
563	997
570	1847
585	1470
731	43
752	1776
806	1005
827	388
832	1288
837	731
869	1614
940	178
1036	453
1038	871
1040	1127
1045	45
1065	1536
1201	781
1245	487
1262	1904
1297	249
1306	1528
1321	1098
1357	738
1417	1706
1441	963
1479	1361
1526	1184
1543	764
1648	1660
1653	515
1677	284
1732	1107
1740	1488
1852	1345
1907	1706
1918	624
1932	862
1967	355
1973	1223
2099	683
2155	1553
2167	229
2167	1856
2248	995
2264	530
2377	1301
2411	141
2412	1678
2428	920
2472	741
2488	387
2508	1142
2538	1625
