11	1285
104	1716
137	1337
199	511
249	1041
323	1614
334	1285
348	764
353	105
487	1082
495	1864
510	688
518	400
542	94
611	1653
612	1363
643	1010
787	420
816	774
826	1442
851	185
867	1831
946	1224
951	647
997	449
1067	1518
1116	729
1118	170
1174	1124
1249	1375
1253	477
1267	1785
1351	1072
1406	781
1432	262
1441	1703
1454	1421
1468	99
1578	604
1617	358
1644	1475
1655	111
1686	1037
1730	1690
1843	645
1920	1680
1947	1344
1956	36
1957	888
1961	463
2036	1099
2070	1623
2148	1355
2171	744
2175	468
2275	987
2299	1654
2338	1309
2390	60
2413	675
2489	910
2504	383
2548	1310
