22	749
39	440
89	1007
104	1568
196	91
243	1356
261	1759
267	411
326	647
356	963
373	224
436	1097
528	1600
549	178
571	1871
573	761
654	512
672	998
722	1752
763	1289
794	869
800	75
878	474
890	1551
953	215
1064	915
1103	537
1127	1687
1132	193
1146	1376
1272	1846
1293	450
1367	629
1390	1145
1456	773
1480	1585
1502	379
1604	1292
1615	1739
1629	212
1684	716
1751	1048
1795	506
1842	1406
1859	160
1940	821
1954	1828
2029	1380
2057	394
2068	51
2119	1046
2142	1876
2187	510
2216	1543
2254	64
2260	739
2341	986
2354	1833
2361	1424
2369	355
2445	614
2493	105
2495	929
