 	X	Y
1	1101.500	7.500
2	755.500	11.500
3	161.500	12.500
4	307.500	12.500
5	515.500	12.500
6	685.500	12.500
7	434.500	13.500
8	1063.500	13.500
9	1026.500	14.500
10	115.500	15.500
11	971.500	15.500
12	254.500	20.500
13	73.500	26.500
14	392.500	30.500
15	892.500	31.500
16	954.500	31.500
17	1154.500	31.500
18	202.500	32.500
19	478.500	36.500
20	831.500	37.500
21	28.500	38.500
22	792.500	39.500
23	742.500	41.500
24	568.500	42.500
25	532.500	43.500
26	440.500	46.500
27	700.500	47.500
28	150.500	48.500
29	650.500	48.500
30	247.500	53.500
31	611.500	53.500
32	357.500	55.500
33	1085.500	58.500
34	318.500	60.500
35	868.500	61.500
36	1127.500	61.500
37	96.500	63.500
38	1166.500	64.500
39	499.500	66.500
40	731.500	72.500
41	56.500	74.500
42	219.500	76.500
43	984.500	77.500
44	647.500	78.500
45	912.500	78.500
46	443.500	79.500
47	1025.500	79.500
48	831.500	80.500
49	406.500	81.500
50	793.500	82.500
51	572.500	88.500
52	697.500	88.500
53	175.500	89.500
54	363.500	91.500
55	523.500	94.500
56	130.500	100.500
57	327.500	100.500
58	294.500	102.500
59	753.500	102.500
60	13.500	106.500
61	456.500	107.500
62	245.500	108.500
63	984.500	109.500
64	915.500	110.500
65	952.500	110.500
66	1101.500	111.500
67	1157.500	111.500
68	852.500	112.500
69	1062.500	112.500
70	414.500	114.500
71	630.500	115.500
72	583.500	118.500
73	206.500	120.500
74	703.500	120.500
75	372.500	123.500
76	809.500	128.500
77	888.500	128.500
78	1034.500	129.500
79	25.500	130.500
80	505.500	130.500
81	1209.500	132.500
82	163.500	133.500
83	744.500	135.500
84	447.500	141.500
85	549.500	141.500
86	1273.500	143.500
87	55.500	144.500
88	660.500	144.500
89	940.500	144.500
90	1135.500	145.500
91	108.500	146.500
92	621.500	148.500
93	305.500	151.500
94	400.500	151.500
95	583.500	154.500
96	75.500	157.500
97	265.500	159.500
98	360.500	159.500
99	1068.500	161.500
100	226.500	166.500
101	484.500	169.500
102	11.500	173.500
103	894.500	173.500
104	927.500	174.500
105	187.500	177.500
106	836.500	177.500
107	446.500	178.500
108	795.500	178.500
109	974.500	179.500
110	1193.500	179.500
111	762.500	180.500
112	1027.500	180.500
113	1116.500	180.500
114	700.500	181.500
115	730.500	181.500
116	329.500	186.500
117	396.500	186.500
118	136.500	191.500
119	275.500	191.500
120	1207.500	194.500
121	353.500	195.500
122	1153.500	198.500
123	241.500	200.500
124	528.500	200.500
125	665.500	200.500
126	855.500	203.500
127	93.500	204.500
128	624.500	204.500
129	208.500	206.500
130	579.500	207.500
131	1100.500	211.500
132	1002.500	212.500
133	1043.500	212.500
134	919.500	217.500
135	962.500	218
136	881.500	218.500
137	40.500	219.500
138	843.500	220.500
139	164.500	221.500
140	486.500	223.500
141	804.500	223.500
142	770.500	224.500
143	719.500	227.500
144	448.500	228.500
145	125.500	233.500
146	676.500	235.500
147	1083.500	236.500
148	1126.500	237.500
149	617.500	238.500
