 	X	Y
1	299.500	9.500
2	1137.500	9.500
3	1185.500	10.500
4	928.500	13.500
5	347.500	14.500
6	882.500	17.500
7	760.500	18.500
8	1316.500	19.500
9	698.500	21.500
10	1093.500	21.500
11	91.500	23.500
12	670.500	23.500
13	619.500	25.500
14	1020.500	26.500
15	522.500	32.500
16	574.500	32.500
17	24.500	34.500
18	274.500	35.500
19	190.500	36.500
20	968	36.500
21	1060.500	38.500
22	1168.500	38.500
23	741.500	44.500
24	1341.500	44.500
25	1300.500	46.500
26	881.500	52.500
27	920.500	52.500
28	143.500	54.500
29	454.500	57.500
30	91.500	61.500
31	354.500	64.500
32	1096.500	70.500
33	843.500	72.500
34	1177.500	73.500
35	575.500	74.500
36	1050.500	75.500
37	1006.500	77.500
38	958.500	78.500
39	1376.500	79.500
40	1351.500	80.500
41	245.500	81.500
42	1311.500	83.500
43	57.500	84.500
44	617.500	84.500
45	183.500	85.500
46	125.500	86.500
47	321.500	87.500
48	1154.500	89.500
49	529.500	90.500
50	666.500	92.500
51	794.500	95.500
52	480.500	100.500
53	719.500	102.500
54	1267.500	102.500
55	14.500	103.500
56	855.500	103.500
57	282.500	106.500
58	942.500	106.500
59	634.500	112.500
60	894.500	113.500
61	997.500	115.500
62	98.500	118.500
63	221.500	119.500
64	1119.500	120.500
65	457.500	123.500
66	1061.500	127.500
67	1225.500	127.500
68	155.500	129.500
69	529.500	130.500
70	920.500	133.500
71	1175.500	135.500
72	1256.500	137.500
73	716.500	138.500
74	37.500	139.500
75	327.500	140.500
76	842.500	141.500
77	1360.500	141.500
78	673.500	144.500
79	427.500	149.500
80	84.500	150.500
81	1007.500	150.500
82	1151.500	151.500
83	487.500	153.500
84	889.500	153.500
85	1298.500	153.500
86	1342.500	153.500
87	603.500	155.500
88	1092.500	155.500
89	1049.500	156.500
90	377.500	157.500
91	957.500	163.500
92	566.500	164.500
93	46.500	166.500
94	812.500	166.500
95	143.500	169.500
96	1186.500	169.500
97	1380.500	169.500
98	710.500	170.500
99	863.500	170.500
100	759.500	172.500
101	207.500	176.500
102	1218.500	177.500
103	284.500	180.500
104	657.500	180.500
105	927.500	186.500
106	1128.500	187.500
107	360.500	188.500
